txn_id,segment_code,segment_name
237,RET,Retail
238,RET,Retail
239,RET,Retail
240,RET,Retail
241,MFG,Manufacturing
242,MFG,Manufacturing
243,MFG,Manufacturing
244,MFG,Manufacturing
245,MFG,Manufacturing
246,MFG,Manufacturing
247,MFG,Manufacturing
248,MFG,Manufacturing
249,MFG,Manufacturing
250,MFG,Manufacturing
251,MFG,Manufacturing
252,MFG,Manufacturing
253,MFG,Manufacturing
254,MFG,Manufacturing
255,MFG,Manufacturing
256,MFG,Manufacturing
257,MFG,Manufacturing
258,MFG,Manufacturing
259,MFG,Manufacturing
260,MFG,Manufacturing
261,MFG,Manufacturing
262,MFG,Manufacturing
263,MFG,Manufacturing
264,MFG,Manufacturing
265,MFG,Manufacturing
266,MFG,Manufacturing
267,MFG,Manufacturing
268,MFG,Manufacturing
269,MFG,Manufacturing
270,MFG,Manufacturing
271,MFG,Manufacturing
272,MFG,Manufacturing
273,MFG,Manufacturing
274,MFG,Manufacturing
275,MFG,Manufacturing
276,MFG,Manufacturing
277,MFG,Manufacturing
278,MFG,Manufacturing
279,MFG,Manufacturing
280,MFG,Manufacturing
281,MFG,Manufacturing
282,MFG,Manufacturing
283,MFG,Manufacturing
284,MFG,Manufacturing
285,MFG,Manufacturing
286,MFG,Manufacturing
287,MFG,Manufacturing
288,MFG,Manufacturing
289,MFG,Manufacturing
290,MFG,Manufacturing
291,MFG,Manufacturing
292,MFG,Manufacturing
293,MFG,Manufacturing
294,MFG,Manufacturing
295,MFG,Manufacturing
296,MFG,Manufacturing
297,MFG,Manufacturing
298,MFG,Manufacturing
299,MFG,Manufacturing
300,MFG,Manufacturing
301,MFG,Manufacturing
302,MFG,Manufacturing
303,MFG,Manufacturing
304,MFG,Manufacturing
305,MFG,Manufacturing
306,MFG,Manufacturing
307,MFG,Manufacturing
308,MFG,Manufacturing
309,MFG,Manufacturing
310,MFG,Manufacturing
311,MFG,Manufacturing
312,MFG,Manufacturing
313,MFG,Manufacturing
314,MFG,Manufacturing
315,MFG,Manufacturing
316,MFG,Manufacturing
317,MFG,Manufacturing
318,MFG,Manufacturing
319,MFG,Manufacturing
320,MFG,Manufacturing
321,CON,Consumer
322,CON,Consumer
323,CON,Consumer
324,CON,Consumer
325,CON,Consumer
326,CON,Consumer
327,CON,Consumer
328,CON,Consumer
329,CON,Consumer
330,CON,Consumer
331,CON,Consumer
332,CON,Consumer
333,CON,Consumer
334,CON,Consumer
335,CON,Consumer
336,CON,Consumer
337,CON,Consumer
338,CON,Consumer
339,CON,Consumer
340,CON,Consumer
341,CON,Consumer
342,CON,Consumer
343,CON,Consumer
344,CON,Consumer
345,CON,Consumer
346,CON,Consumer
347,CON,Consumer
348,CON,Consumer
349,CON,Consumer
350,CON,Consumer
351,CON,Consumer
352,CON,Consumer
353,CON,Consumer
354,CON,Consumer
355,CON,Consumer
356,CON,Consumer
357,CON,Consumer
358,CON,Consumer
359,CON,Consumer
360,CON,Consumer
361,CON,Consumer
362,CON,Consumer
363,CON,Consumer
364,CON,Consumer
365,CON,Consumer
366,CON,Consumer
367,CON,Consumer
368,CON,Consumer
369,CON,Consumer
370,CON,Consumer
371,CON,Consumer
372,CON,Consumer
373,CON,Consumer
374,CON,Consumer
375,CON,Consumer
376,CON,Consumer
377,CON,Consumer
378,CON,Consumer
379,CON,Consumer
380,CON,Consumer
381,CON,Consumer
382,CON,Consumer
383,CON,Consumer
384,CON,Consumer
385,CON,Consumer
386,CON,Consumer
387,CON,Consumer
388,CON,Consumer
389,CON,Consumer
390,CON,Consumer
391,CON,Consumer
392,CON,Consumer
393,CON,Consumer
394,CON,Consumer
395,CON,Consumer
396,CON,Consumer
397,CON,Consumer
398,CON,Consumer
399,CON,Consumer
400,CON,Consumer
401,HRC,Healthcare
402,HRC,Healthcare
403,HRC,Healthcare
404,HRC,Healthcare
405,HRC,Healthcare
406,HRC,Healthcare
407,HRC,Healthcare
408,HRC,Healthcare
409,HRC,Healthcare
410,HRC,Healthcare
411,HRC,Healthcare
412,HRC,Healthcare
413,HRC,Healthcare
414,HRC,Healthcare
415,HRC,Healthcare
416,HRC,Healthcare
417,HRC,Healthcare
418,HRC,Healthcare
419,HRC,Healthcare
420,HRC,Healthcare
421,HRC,Healthcare
422,HRC,Healthcare
423,HRC,Healthcare
424,HRC,Healthcare
425,HRC,Healthcare
426,HRC,Healthcare
427,HRC,Healthcare
428,HRC,Healthcare
429,HRC,Healthcare
430,HRC,Healthcare
431,HRC,Healthcare
432,HRC,Healthcare
433,HRC,Healthcare
434,HRC,Healthcare
435,HRC,Healthcare
436,HRC,Healthcare
437,HRC,Healthcare
438,HRC,Healthcare
439,HRC,Healthcare
440,HRC,Healthcare
441,HRC,Healthcare
442,HRC,Healthcare
443,HRC,Healthcare
444,HRC,Healthcare
445,HRC,Healthcare
446,HRC,Healthcare
447,HRC,Healthcare
448,HRC,Healthcare
449,HRC,Healthcare
450,HRC,Healthcare
451,HRC,Healthcare
452,HRC,Healthcare
453,HRC,Healthcare
454,HRC,Healthcare
455,HRC,Healthcare
456,HRC,Healthcare
457,HRC,Healthcare
458,HRC,Healthcare
459,HRC,Healthcare
460,HRC,Healthcare
461,HRC,Healthcare
462,HRC,Healthcare
463,HRC,Healthcare
464,HRC,Healthcare
465,HRC,Healthcare
466,HRC,Healthcare
467,HRC,Healthcare
468,HRC,Healthcare
469,HRC,Healthcare
470,HRC,Healthcare
471,HRC,Healthcare
472,HRC,Healthcare
473,HRC,Healthcare
474,HRC,Healthcare
475,HRC,Healthcare
476,HRC,Healthcare
477,HRC,Healthcare
478,HRC,Healthcare
479,HRC,Healthcare
480,HRC,Healthcare
481,CON,Consumer
482,CON,Consumer
483,CON,Consumer
484,CON,Consumer
485,CON,Consumer
486,CON,Consumer
487,CON,Consumer
488,CON,Consumer
489,CON,Consumer
490,CON,Consumer
491,CON,Consumer
492,CON,Consumer
493,CON,Consumer
494,CON,Consumer
495,CON,Consumer
496,CON,Consumer
497,CON,Consumer
498,CON,Consumer
499,CON,Consumer
500,CON,Consumer
501,CON,Consumer
502,CON,Consumer
503,CON,Consumer
504,CON,Consumer
505,CON,Consumer
506,CON,Consumer
507,CON,Consumer
508,CON,Consumer
509,CON,Consumer
510,CON,Consumer
511,CON,Consumer
512,CON,Consumer
513,CON,Consumer
514,CON,Consumer
515,CON,Consumer
516,CON,Consumer
517,CON,Consumer
518,CON,Consumer
519,CON,Consumer
520,CON,Consumer
521,RET,Retail
522,RET,Retail
523,RET,Retail
524,RET,Retail
525,RET,Retail
526,RET,Retail
527,RET,Retail
528,RET,Retail
529,RET,Retail
530,RET,Retail
531,RET,Retail
532,RET,Retail
533,RET,Retail
534,RET,Retail
535,RET,Retail
536,RET,Retail
537,RET,Retail
538,RET,Retail
539,RET,Retail
540,RET,Retail
541,RET,Retail
542,RET,Retail
543,RET,Retail
544,RET,Retail
545,RET,Retail
546,RET,Retail
547,RET,Retail
548,RET,Retail
549,RET,Retail
550,RET,Retail
551,RET,Retail
552,RET,Retail
553,RET,Retail
554,RET,Retail
555,RET,Retail
556,RET,Retail
557,RET,Retail
558,RET,Retail
559,RET,Retail
560,RET,Retail
561,RET,Retail
562,RET,Retail
563,RET,Retail
564,RET,Retail
565,RET,Retail
566,RET,Retail
567,RET,Retail
568,RET,Retail
569,RET,Retail
570,RET,Retail
571,RET,Retail
572,RET,Retail
573,RET,Retail
574,RET,Retail
575,RET,Retail
576,RET,Retail
577,RET,Retail
578,RET,Retail
579,RET,Retail
580,RET,Retail
581,RET,Retail
582,RET,Retail
583,RET,Retail
584,RET,Retail
585,RET,Retail
586,RET,Retail
587,RET,Retail
588,RET,Retail
589,RET,Retail
590,RET,Retail
591,RET,Retail
592,RET,Retail
593,RET,Retail
594,RET,Retail
595,RET,Retail
596,RET,Retail
597,RET,Retail
598,RET,Retail
599,RET,Retail
600,RET,Retail
601,RET,Retail
602,RET,Retail
603,RET,Retail
604,RET,Retail
605,RET,Retail
606,RET,Retail
607,RET,Retail
608,RET,Retail
609,RET,Retail
610,RET,Retail
611,RET,Retail
612,RET,Retail
613,RET,Retail
614,RET,Retail
615,RET,Retail
616,RET,Retail
617,RET,Retail
618,RET,Retail
619,RET,Retail
620,RET,Retail
621,RET,Retail
622,RET,Retail
623,RET,Retail
624,RET,Retail
625,RET,Retail
626,RET,Retail
627,RET,Retail
628,RET,Retail
629,RET,Retail
630,RET,Retail
631,RET,Retail
632,RET,Retail
633,RET,Retail
634,RET,Retail
635,RET,Retail
636,RET,Retail
637,RET,Retail
638,RET,Retail
639,RET,Retail
640,RET,Retail
641,MFG,Manufacturing
642,MFG,Manufacturing
643,MFG,Manufacturing
644,MFG,Manufacturing
645,MFG,Manufacturing
646,MFG,Manufacturing
647,MFG,Manufacturing
648,MFG,Manufacturing
649,MFG,Manufacturing
650,MFG,Manufacturing
651,MFG,Manufacturing
652,MFG,Manufacturing
653,MFG,Manufacturing
654,MFG,Manufacturing
655,MFG,Manufacturing
656,MFG,Manufacturing
657,MFG,Manufacturing
658,MFG,Manufacturing
659,MFG,Manufacturing
660,MFG,Manufacturing
661,MFG,Manufacturing
662,MFG,Manufacturing
663,MFG,Manufacturing
664,MFG,Manufacturing
665,MFG,Manufacturing
666,MFG,Manufacturing
667,MFG,Manufacturing
668,MFG,Manufacturing
669,MFG,Manufacturing
670,MFG,Manufacturing
671,MFG,Manufacturing
672,MFG,Manufacturing
673,MFG,Manufacturing
674,MFG,Manufacturing
675,MFG,Manufacturing
676,MFG,Manufacturing
677,MFG,Manufacturing
678,MFG,Manufacturing
679,MFG,Manufacturing
680,MFG,Manufacturing
681,MFG,Manufacturing
682,MFG,Manufacturing
683,MFG,Manufacturing
684,MFG,Manufacturing
685,MFG,Manufacturing
686,MFG,Manufacturing
687,MFG,Manufacturing
688,MFG,Manufacturing
689,MFG,Manufacturing
690,MFG,Manufacturing
691,MFG,Manufacturing
692,MFG,Manufacturing
693,MFG,Manufacturing
694,MFG,Manufacturing
695,MFG,Manufacturing
696,MFG,Manufacturing
697,MFG,Manufacturing
698,MFG,Manufacturing
699,MFG,Manufacturing
700,MFG,Manufacturing
701,MFG,Manufacturing
702,MFG,Manufacturing
703,MFG,Manufacturing
704,MFG,Manufacturing
705,MFG,Manufacturing
706,MFG,Manufacturing
707,MFG,Manufacturing
708,MFG,Manufacturing
709,MFG,Manufacturing
710,MFG,Manufacturing
711,MFG,Manufacturing
712,MFG,Manufacturing
713,MFG,Manufacturing
714,MFG,Manufacturing
715,MFG,Manufacturing
716,MFG,Manufacturing
717,MFG,Manufacturing
718,MFG,Manufacturing
719,MFG,Manufacturing
720,MFG,Manufacturing
721,CON,Consumer
722,CON,Consumer
723,CON,Consumer
724,CON,Consumer
725,CON,Consumer
726,CON,Consumer
727,CON,Consumer
728,CON,Consumer
729,CON,Consumer
730,CON,Consumer
731,CON,Consumer
732,CON,Consumer
733,CON,Consumer
734,CON,Consumer
735,CON,Consumer
736,CON,Consumer
737,CON,Consumer
738,CON,Consumer
739,CON,Consumer
740,CON,Consumer
741,CON,Consumer
742,CON,Consumer
743,CON,Consumer
744,CON,Consumer
745,CON,Consumer
746,CON,Consumer
747,CON,Consumer
748,CON,Consumer
749,CON,Consumer
750,CON,Consumer
751,CON,Consumer
752,CON,Consumer
753,CON,Consumer
754,CON,Consumer
755,CON,Consumer
756,CON,Consumer
757,CON,Consumer
758,CON,Consumer
759,CON,Consumer
760,CON,Consumer
761,CON,Consumer
762,CON,Consumer
763,CON,Consumer
764,CON,Consumer
765,CON,Consumer
766,CON,Consumer
767,CON,Consumer
768,CON,Consumer
769,CON,Consumer
770,CON,Consumer
771,CON,Consumer
772,CON,Consumer
773,CON,Consumer
774,CON,Consumer
775,CON,Consumer
776,CON,Consumer
777,CON,Consumer
778,CON,Consumer
779,CON,Consumer
780,CON,Consumer
781,CON,Consumer
782,CON,Consumer
783,CON,Consumer
784,CON,Consumer
785,CON,Consumer
786,CON,Consumer
787,CON,Consumer
788,CON,Consumer
789,CON,Consumer
790,CON,Consumer
791,CON,Consumer
792,CON,Consumer
793,CON,Consumer
794,CON,Consumer
795,CON,Consumer
796,CON,Consumer
797,CON,Consumer
798,CON,Consumer
799,CON,Consumer
800,CON,Consumer
801,HRC,Healthcare
802,HRC,Healthcare
803,HRC,Healthcare
804,HRC,Healthcare
805,HRC,Healthcare
806,HRC,Healthcare
807,HRC,Healthcare
808,HRC,Healthcare
809,HRC,Healthcare
810,HRC,Healthcare
811,HRC,Healthcare
812,HRC,Healthcare
813,HRC,Healthcare
814,HRC,Healthcare
815,HRC,Healthcare
816,HRC,Healthcare
817,HRC,Healthcare
818,HRC,Healthcare
819,HRC,Healthcare
820,HRC,Healthcare
821,HRC,Healthcare
822,HRC,Healthcare
823,HRC,Healthcare
824,HRC,Healthcare
825,HRC,Healthcare
826,HRC,Healthcare
827,HRC,Healthcare
828,HRC,Healthcare
829,HRC,Healthcare
830,HRC,Healthcare
831,HRC,Healthcare
832,HRC,Healthcare
833,HRC,Healthcare
834,HRC,Healthcare
835,HRC,Healthcare
836,HRC,Healthcare
837,HRC,Healthcare
838,HRC,Healthcare
839,HRC,Healthcare
840,HRC,Healthcare
841,HRC,Healthcare
842,HRC,Healthcare
843,HRC,Healthcare
844,HRC,Healthcare
845,HRC,Healthcare
846,HRC,Healthcare
847,HRC,Healthcare
848,HRC,Healthcare
849,HRC,Healthcare
850,HRC,Healthcare
851,HRC,Healthcare
852,HRC,Healthcare
853,HRC,Healthcare
854,HRC,Healthcare
855,HRC,Healthcare
856,HRC,Healthcare
857,HRC,Healthcare
858,HRC,Healthcare
859,HRC,Healthcare
860,HRC,Healthcare
861,HRC,Healthcare
862,HRC,Healthcare
863,HRC,Healthcare
864,HRC,Healthcare
865,HRC,Healthcare
866,HRC,Healthcare
867,HRC,Healthcare
868,HRC,Healthcare
869,HRC,Healthcare
870,HRC,Healthcare
871,HRC,Healthcare
872,HRC,Healthcare
873,HRC,Healthcare
874,HRC,Healthcare
875,HRC,Healthcare
876,HRC,Healthcare
877,HRC,Healthcare
878,HRC,Healthcare
879,HRC,Healthcare
880,HRC,Healthcare
881,CON,Consumer
882,CON,Consumer
883,CON,Consumer
884,CON,Consumer
885,CON,Consumer
886,CON,Consumer
887,CON,Consumer
888,CON,Consumer
889,CON,Consumer
890,CON,Consumer
891,CON,Consumer
892,CON,Consumer
893,CON,Consumer
894,CON,Consumer
895,CON,Consumer
896,CON,Consumer
897,CON,Consumer
898,CON,Consumer
899,CON,Consumer
900,CON,Consumer
901,CON,Consumer
902,CON,Consumer
903,CON,Consumer
904,CON,Consumer
905,CON,Consumer
906,CON,Consumer
907,CON,Consumer
908,CON,Consumer
909,CON,Consumer
910,CON,Consumer
911,CON,Consumer
912,CON,Consumer
913,CON,Consumer
914,CON,Consumer
915,CON,Consumer
916,CON,Consumer
917,CON,Consumer
918,CON,Consumer
919,CON,Consumer
920,CON,Consumer
921,RET,Retail
922,RET,Retail
923,RET,Retail
924,RET,Retail
925,RET,Retail
926,RET,Retail
927,RET,Retail
928,RET,Retail
929,RET,Retail
930,RET,Retail
931,RET,Retail
932,RET,Retail
933,RET,Retail
934,RET,Retail
935,RET,Retail
936,RET,Retail
937,RET,Retail
938,RET,Retail
939,RET,Retail
940,RET,Retail
941,RET,Retail
942,RET,Retail
943,RET,Retail
944,RET,Retail
945,RET,Retail
946,RET,Retail
947,RET,Retail
948,RET,Retail
949,RET,Retail
950,RET,Retail
951,RET,Retail
952,RET,Retail
953,RET,Retail
954,RET,Retail
955,RET,Retail
956,RET,Retail
957,RET,Retail
958,RET,Retail
959,RET,Retail
960,RET,Retail
961,RET,Retail
962,RET,Retail
963,RET,Retail
964,RET,Retail
965,RET,Retail
966,RET,Retail
967,RET,Retail
968,RET,Retail
969,RET,Retail
970,RET,Retail
971,RET,Retail
972,RET,Retail
973,RET,Retail
974,RET,Retail
975,RET,Retail
976,RET,Retail
977,RET,Retail
978,RET,Retail
979,RET,Retail
980,RET,Retail
981,RET,Retail
982,RET,Retail
983,RET,Retail
984,RET,Retail
985,RET,Retail
986,RET,Retail
987,RET,Retail
988,RET,Retail
989,RET,Retail
990,RET,Retail
991,RET,Retail
992,RET,Retail
993,RET,Retail
994,RET,Retail
995,RET,Retail
996,RET,Retail
997,RET,Retail
998,RET,Retail
999,RET,Retail
1000,RET,Retail
1001,RET,Retail
1002,RET,Retail
1003,RET,Retail
1004,RET,Retail
1005,RET,Retail
1006,RET,Retail
1007,RET,Retail
1008,RET,Retail
1009,RET,Retail
1010,RET,Retail
1011,RET,Retail
1012,RET,Retail
1013,RET,Retail
1014,RET,Retail
1015,RET,Retail
1016,RET,Retail
1017,RET,Retail
1018,RET,Retail
1019,RET,Retail
1020,RET,Retail
1021,RET,Retail
1022,RET,Retail
1023,RET,Retail
1024,RET,Retail
1025,RET,Retail
1026,RET,Retail
1027,RET,Retail
1028,RET,Retail
1029,RET,Retail
1030,RET,Retail
1031,RET,Retail
1032,RET,Retail
1033,RET,Retail
1034,RET,Retail
1035,RET,Retail
1036,RET,Retail
1037,RET,Retail
1038,RET,Retail
1039,RET,Retail
1040,RET,Retail
1041,MFG,Manufacturing
1042,MFG,Manufacturing
1043,MFG,Manufacturing
1044,MFG,Manufacturing
1045,MFG,Manufacturing
1046,MFG,Manufacturing
1047,MFG,Manufacturing
1048,MFG,Manufacturing
1049,MFG,Manufacturing
1050,MFG,Manufacturing
1051,MFG,Manufacturing
1052,MFG,Manufacturing
1053,MFG,Manufacturing
1054,MFG,Manufacturing
1055,MFG,Manufacturing
1056,MFG,Manufacturing
1057,MFG,Manufacturing
1058,MFG,Manufacturing
1059,MFG,Manufacturing
1060,MFG,Manufacturing
1061,MFG,Manufacturing
1062,MFG,Manufacturing
1063,MFG,Manufacturing
1064,MFG,Manufacturing
1065,MFG,Manufacturing
1066,MFG,Manufacturing
1067,MFG,Manufacturing
1068,MFG,Manufacturing
1069,MFG,Manufacturing
1070,MFG,Manufacturing
1071,MFG,Manufacturing
1072,MFG,Manufacturing
1073,MFG,Manufacturing
1074,MFG,Manufacturing
1075,MFG,Manufacturing
1076,MFG,Manufacturing
1077,MFG,Manufacturing
1078,MFG,Manufacturing
1079,MFG,Manufacturing
1080,MFG,Manufacturing
1081,MFG,Manufacturing
1082,MFG,Manufacturing
1083,MFG,Manufacturing
1084,MFG,Manufacturing
1085,MFG,Manufacturing
1086,MFG,Manufacturing
1087,MFG,Manufacturing
1088,MFG,Manufacturing
1089,MFG,Manufacturing
1090,MFG,Manufacturing
1091,MFG,Manufacturing
1092,MFG,Manufacturing
1093,MFG,Manufacturing
1094,MFG,Manufacturing
1095,MFG,Manufacturing
1096,MFG,Manufacturing
1097,MFG,Manufacturing
1098,MFG,Manufacturing
1099,MFG,Manufacturing
1100,MFG,Manufacturing
1101,MFG,Manufacturing
1102,MFG,Manufacturing
1103,MFG,Manufacturing
1104,MFG,Manufacturing
1105,MFG,Manufacturing
1106,MFG,Manufacturing
1107,MFG,Manufacturing
1108,MFG,Manufacturing
1109,MFG,Manufacturing
1110,MFG,Manufacturing
1111,MFG,Manufacturing
1112,MFG,Manufacturing
1113,MFG,Manufacturing
1114,MFG,Manufacturing
1115,MFG,Manufacturing
1116,MFG,Manufacturing
1117,MFG,Manufacturing
1118,MFG,Manufacturing
1119,MFG,Manufacturing
1120,MFG,Manufacturing
1121,CON,Consumer
1122,CON,Consumer
1123,CON,Consumer
1124,CON,Consumer
1125,CON,Consumer
1126,CON,Consumer
1127,CON,Consumer
1128,CON,Consumer
1129,CON,Consumer
1130,CON,Consumer
1131,CON,Consumer
1132,CON,Consumer
1133,CON,Consumer
1134,CON,Consumer
1135,CON,Consumer
1136,CON,Consumer
1137,CON,Consumer
1138,CON,Consumer
1139,CON,Consumer
1140,CON,Consumer
1141,CON,Consumer
1142,CON,Consumer
1143,CON,Consumer
1144,CON,Consumer
1145,CON,Consumer
1146,CON,Consumer
1147,CON,Consumer
1148,CON,Consumer
1149,CON,Consumer
1150,CON,Consumer
1151,CON,Consumer
1152,CON,Consumer
1153,CON,Consumer
1154,CON,Consumer
1155,CON,Consumer
1156,CON,Consumer
1157,CON,Consumer
1158,CON,Consumer
1159,CON,Consumer
1160,CON,Consumer
1161,CON,Consumer
1162,CON,Consumer
1163,CON,Consumer
1164,CON,Consumer
1165,CON,Consumer
1166,CON,Consumer
1167,CON,Consumer
1168,CON,Consumer
1169,CON,Consumer
1170,CON,Consumer
1171,CON,Consumer
1172,CON,Consumer
1173,CON,Consumer
1174,CON,Consumer
1175,CON,Consumer
1176,CON,Consumer
1177,CON,Consumer
1178,CON,Consumer
1179,CON,Consumer
1180,CON,Consumer
1181,CON,Consumer
1182,CON,Consumer
1183,CON,Consumer
1184,CON,Consumer
1185,CON,Consumer
1186,CON,Consumer
1187,CON,Consumer
1188,CON,Consumer
1189,CON,Consumer
1190,CON,Consumer
1191,CON,Consumer
1192,CON,Consumer
1193,CON,Consumer
1194,CON,Consumer
1195,CON,Consumer
1196,CON,Consumer
1197,CON,Consumer
1198,CON,Consumer
1199,CON,Consumer
1200,CON,Consumer
1201,HRC,Healthcare
1202,HRC,Healthcare
1203,HRC,Healthcare
1204,HRC,Healthcare
1205,HRC,Healthcare
1206,HRC,Healthcare
1207,HRC,Healthcare
1208,HRC,Healthcare
1209,HRC,Healthcare
1210,HRC,Healthcare
1211,HRC,Healthcare
1212,HRC,Healthcare
1213,HRC,Healthcare
1214,HRC,Healthcare
1215,HRC,Healthcare
1216,HRC,Healthcare
1217,HRC,Healthcare
1218,HRC,Healthcare
1219,HRC,Healthcare
1220,HRC,Healthcare
1221,HRC,Healthcare
1222,HRC,Healthcare
1223,HRC,Healthcare
1224,HRC,Healthcare
1225,HRC,Healthcare
1226,HRC,Healthcare
1227,HRC,Healthcare
1228,HRC,Healthcare
1229,HRC,Healthcare
1230,HRC,Healthcare
1231,HRC,Healthcare
1232,HRC,Healthcare
1233,HRC,Healthcare
1234,HRC,Healthcare
1235,HRC,Healthcare
1236,HRC,Healthcare
1237,HRC,Healthcare
1238,HRC,Healthcare
1239,HRC,Healthcare
1240,HRC,Healthcare
1241,HRC,Healthcare
1242,HRC,Healthcare
1243,HRC,Healthcare
1244,HRC,Healthcare
1245,HRC,Healthcare
1246,HRC,Healthcare
1247,HRC,Healthcare
1248,HRC,Healthcare
1249,HRC,Healthcare
1250,HRC,Healthcare
1251,HRC,Healthcare
1252,HRC,Healthcare
1253,HRC,Healthcare
1254,HRC,Healthcare
1255,HRC,Healthcare
1256,HRC,Healthcare
1257,HRC,Healthcare
1258,HRC,Healthcare
1259,HRC,Healthcare
1260,HRC,Healthcare
1261,HRC,Healthcare
1262,HRC,Healthcare
1263,HRC,Healthcare
1264,HRC,Healthcare
1265,HRC,Healthcare
1266,HRC,Healthcare
1267,HRC,Healthcare
1268,HRC,Healthcare
1269,HRC,Healthcare
1270,HRC,Healthcare
1271,HRC,Healthcare
